Tenure,MonthlyCharges,TotalContacts,ContractType,SupportTickets,Churn
14,25.831872491603214,5,0,5,1
25,100.93110876009662,5,2,0,0
7,60.15930396968959,1,2,4,1
41,67.93427021120996,7,2,2,0
43,120.06508437859442,4,0,4,1
13,125.42157504743938,4,2,3,1
1,72.04636148917798,1,1,0,0
36,143.12988168082612,3,0,4,1
68,72.8401533337694,8,2,0,0
37,120.33868457991429,8,2,2,0
40,82.90404439335367,5,0,1,0
61,136.67920244787092,8,0,0,0
59,138.00896167452322,3,1,5,0
13,31.3641850232409,0,0,4,1
1,141.74413307032933,1,2,3,1
69,127.31952939765404,0,1,5,0
16,122.87039286064669,7,2,5,1
27,46.118474159117916,8,2,3,0
65,124.66549713810645,9,2,3,0
34,130.5172555090548,5,0,3,1
4,57.58954347903963,1,0,5,1
64,143.79381018710208,5,2,0,0
39,26.48181903189135,8,0,3,0
55,39.48820292212815,2,2,1,0
35,89.88554794669686,8,0,5,1
44,94.85302124590027,1,0,5,1
22,103.86951082911744,4,0,5,1
46,22.20598681101064,1,1,2,0
30,144.84768070087694,6,0,0,1
10,25.79645205543872,9,1,0,0
9,38.598053854042305,8,1,3,0
66,21.821887278387408,6,1,5,0
13,93.69159632823231,4,2,5,1
9,141.1946949097264,3,0,3,1
0,106.57313159046035,3,2,0,0
4,126.94547090245555,9,1,3,1
19,21.726556449615412,7,0,3,1
7,90.46198880236439,9,2,3,1
42,79.74318707571784,9,1,3,0
0,84.8658327487031,9,2,3,1
56,29.38771409357443,9,2,4,0
63,108.97659693900997,9,0,4,1
27,85.41865393162247,0,0,5,1
36,119.46935048196431,4,2,5,1
46,83.08778242802299,1,0,4,1
36,39.419612709436166,8,0,0,0
48,104.27340403011686,6,2,2,0
43,42.41022707367161,9,0,0,0
55,133.41129323612594,7,0,5,1
27,99.7051110790014,5,1,4,0
5,40.43650486240405,8,0,0,1
60,145.10394747255688,5,1,2,0
19,87.38751023359168,6,2,3,0
1,29.47679874331515,6,1,1,0
36,101.48827757395874,8,2,4,0
19,52.91585791166533,7,0,4,1
25,124.48014874404932,0,0,2,1
28,126.31686956360478,3,1,3,1
0,147.26315626110605,6,2,3,1
34,85.24303903318548,7,0,1,1
69,79.14439436460583,6,1,3,0
58,117.95182870804248,2,1,2,0
68,37.22118532445045,3,1,5,0
32,91.09901679310614,6,0,3,1
50,91.01218801701063,7,2,5,0
11,31.63150596535034,6,0,5,1
19,74.33793111589875,5,0,2,1
52,130.92702381373624,8,2,4,0
42,131.29997085930583,8,1,4,0
49,32.90089643955853,6,0,4,0
28,31.793714757218012,7,1,0,0
56,54.150412010251586,5,1,4,0
38,133.71958813201917,0,2,2,0
55,36.75733605955486,0,2,1,0
42,113.59958434156802,5,2,3,0
49,33.151530549703416,1,1,4,0
22,101.0079209872173,7,1,0,0
43,66.28874888548881,0,0,5,1
37,122.55881518556271,1,1,0,0
22,50.37975834729727,7,2,2,0
44,103.09623782069478,5,2,1,0
51,50.638729494865046,9,2,4,0
49,112.77583680458,1,2,4,0
7,133.57814449289734,1,1,0,0
0,36.484233886478805,6,2,2,0
7,132.65743951741547,4,0,0,1
28,97.16478307385873,4,1,0,0
4,36.52436381271312,7,2,1,0
46,75.58044119676256,6,0,2,0
33,40.911838153062725,8,2,1,0
64,111.04522555265403,3,1,2,0
54,118.65285747433346,9,1,4,0
42,33.75354763546386,3,0,3,0
29,85.79818085030377,1,1,5,1
16,125.90125728336923,2,0,3,1
25,141.70119540162955,0,2,2,1
7,86.7573226764301,0,1,3,1
46,143.53629906948294,6,2,0,0
71,89.63956615928387,4,2,4,0
45,71.24476429798804,2,1,5,0
67,130.2664067118764,6,2,5,0
32,84.08775235955157,1,0,5,1
0,81.347326373388,2,0,4,1
18,83.74062362327768,0,0,3,1
30,130.0820502430669,7,1,5,1
13,128.1524004194468,1,2,5,1
52,72.45759901722747,6,2,2,0
47,63.32898178316825,8,2,0,0
68,83.9506431250868,5,2,2,0
61,94.46042626582417,1,0,3,1
65,50.9838373816396,1,1,4,0
63,123.21416101302678,8,0,4,1
69,83.24275954521497,9,0,2,0
62,63.425921294594744,7,1,1,0
32,33.88672908531878,8,1,2,0
40,51.0498708524689,3,0,1,0
47,143.40655232827788,3,2,2,0
12,59.66295928653846,1,1,1,0
30,41.95170761771459,9,1,1,0
67,79.88746291514911,0,0,5,1
3,59.92140663683233,9,2,5,1
18,24.57070253525524,3,1,1,0
69,62.008878246324244,9,0,1,0
12,90.73412111213091,9,1,0,0
22,91.7226083625957,7,2,1,0
0,66.35265975299552,1,0,5,1
53,78.14935831283807,7,0,1,0
70,145.51732937051963,0,2,4,0
14,69.0553020399405,0,0,0,1
64,53.56948572379779,3,2,1,0
70,51.65071572867882,6,0,5,0
14,79.50939965153745,8,2,5,1
20,118.73761933320273,4,1,3,1
18,46.77846394450152,1,1,5,0
59,112.20849652829985,6,1,0,0
32,22.749477035424118,1,0,5,1
48,74.46128713791299,8,2,4,0
34,120.86245847636229,8,2,2,0
43,64.03528425067609,2,1,4,0
10,93.28582318790193,7,1,4,1
71,46.64730026736841,3,1,0,0
65,116.4594008464024,2,2,0,0
45,26.79628342493875,0,1,3,0
8,130.83054383381506,4,0,5,1
2,45.76553023481686,3,1,3,0
25,133.671744122083,0,1,0,0
71,65.82880136906725,9,2,5,0
47,113.94886468168326,7,0,0,0
65,61.4992887122045,7,2,0,0
69,137.76851726050418,7,0,2,1
27,36.46282631738867,2,0,4,1
25,43.20757260543783,5,1,3,0
24,84.0939162706443,6,1,3,0
11,30.651997074959,8,2,1,0
4,45.47742401122905,4,2,2,0
47,142.68962968756188,8,2,0,0
36,146.94365594922533,5,0,0,1
43,68.91371281295486,9,2,2,0
14,140.02718273181165,9,0,5,1
42,90.82720783754613,9,0,3,1
47,55.06652056358972,3,0,0,0
69,111.31183374047782,0,0,1,0
45,105.65723485473144,0,0,3,1
42,148.58629148413533,9,1,4,1
20,54.45614736320683,4,0,2,1
22,107.36773534602561,2,0,3,1
46,26.763088153828097,4,1,4,0
14,34.77398503057353,4,1,1,0
24,20.509388743642123,0,1,5,0
35,149.9298885377575,7,2,2,0
50,124.29558062917211,4,2,5,0
14,122.2739919153603,4,0,0,1
67,86.26438978746336,8,0,5,1
20,59.00872077770719,7,0,0,0
12,39.66435698014787,0,0,4,1
18,57.00771605004027,2,1,3,0
33,68.87625885078808,6,2,1,0
67,118.32031260743823,0,1,4,0
51,90.15603255740982,0,2,1,0
26,30.072871452212752,4,1,5,0
28,22.34377116465859,8,0,1,0
27,33.30318333942821,5,2,5,0
34,73.36483278065931,9,0,1,0
7,141.3150792163724,1,2,2,1
15,102.86232255719881,8,2,4,1
35,124.23736698381697,5,0,2,1
29,80.6286972855913,4,0,3,1
17,67.01659081535556,4,0,3,1
1,34.092048453160956,2,1,0,0
48,133.87129288420664,5,2,0,0
3,121.81080377362737,3,2,0,0
6,41.85535268770427,9,2,3,0
38,86.59387330391387,1,0,1,1
12,83.35872502976184,2,2,5,1
30,101.26190184924872,8,2,1,0
70,143.00429621886394,8,0,4,1
62,95.37028742912236,5,0,3,1
55,90.22824468122042,9,2,5,0
41,26.541981281506313,9,1,5,0
60,28.177971882343112,8,0,5,0
41,44.355082872482555,3,1,0,0
55,24.221200319927277,4,1,5,0
35,116.63587642410161,9,1,5,1
67,114.0329395192152,5,1,3,0
6,37.68731047611358,8,0,1,1
53,128.6902571033865,4,2,1,0
0,40.122184529994556,7,2,2,0
43,59.152826309656646,0,0,2,0
44,52.366996890977454,4,0,4,1
46,68.39992281449622,9,1,3,0
12,53.10628956569504,0,1,2,0
21,83.56362043699878,9,0,2,1
20,72.9630245761091,5,2,3,0
8,148.25403380131246,6,1,1,1
25,27.270425516669334,4,0,4,1
8,38.48357893035571,0,0,4,1
14,26.867366208118323,5,0,4,1
9,101.35935534770886,9,1,2,0
41,27.086206063783546,4,0,1,0
71,128.73716585889605,5,2,4,0
23,86.55202198865061,9,0,3,1
48,88.51099119559939,6,1,4,0
25,93.00728600258525,6,2,0,0
36,42.2057818198074,1,2,1,0
67,45.69973940488338,2,0,0,0
49,61.44625197349061,5,0,1,0
23,97.15453405684069,2,2,5,1
18,47.31531087222788,1,0,3,1
59,35.12312452732396,3,1,5,0
38,146.1151952343962,4,2,2,0
17,22.857635925250978,9,0,2,1
18,124.3506626936828,8,2,5,1
35,122.44456944475287,2,0,1,1
54,58.63783479986248,2,0,4,1
68,37.631460080950745,5,1,0,0
46,38.93172407170505,4,0,3,0
48,110.66611024083502,5,0,4,1
32,103.56485684120257,6,0,2,1
20,121.75693765268028,2,1,4,1
21,141.8725524118836,4,0,5,1
47,109.95055722465696,7,0,5,1
36,40.26069975168765,3,0,0,0
14,51.64754017950339,9,2,2,0
34,129.4851850135049,1,1,1,0
70,47.20978985844711,3,2,3,0
31,29.427901204082584,1,1,5,0
10,111.42640702549257,2,1,3,1
9,72.32842621371847,3,2,2,0
56,139.60520683096746,3,1,1,0
24,104.533159242176,9,1,5,1
1,31.754467112915897,8,2,0,0
63,143.2213537429759,9,0,3,1
34,53.612444273231965,5,1,2,0
6,63.83762375281715,8,2,3,0
17,72.29385377886047,3,1,1,0
66,26.659158532560724,8,2,0,0
41,84.54700488997864,8,0,1,0
38,36.03140383978799,5,1,5,0
40,72.12614246948573,4,0,4,1
23,65.59227243897095,2,0,1,1
59,120.46921084544543,4,2,1,0
45,124.41216651225504,2,1,3,0
18,39.94367471058144,4,1,1,0
67,67.65165435929941,4,1,2,0
41,68.53591093413812,1,1,5,0
31,39.68335771169106,8,1,3,0
38,123.79895565665477,6,2,3,0
35,111.93968268360503,5,1,4,0
35,44.749632218614515,4,0,5,1
2,67.67384811719387,3,0,2,1
7,33.75465323134685,7,1,5,0
69,101.6668576220957,1,2,1,0
40,35.778350191320555,7,2,4,0
67,148.1714419212393,0,1,2,0
12,121.4886697094221,9,0,4,1
48,70.73101144591936,0,1,5,0
59,95.21331119631607,2,1,0,0
1,138.47443610813315,4,1,5,1
59,92.0329064514574,5,2,1,0
4,42.68480323173417,3,2,4,0
43,69.23143622555071,6,0,0,0
26,129.6088324538669,6,0,1,1
31,103.74769207865033,1,1,4,0
20,104.59416996339404,1,0,4,1
7,132.6867931395036,1,1,5,1
71,136.2164974701256,1,0,4,1
49,139.5730343313267,8,1,4,0
66,32.33039512291029,4,2,3,0
43,90.73638025520312,7,1,4,0
57,116.26623775838142,4,2,5,0
2,118.40048986651179,4,2,3,1
69,98.8731062561005,0,0,3,0
1,41.68235357387764,5,0,0,1
43,123.66467201241636,3,2,1,0
1,113.61447335694294,2,1,3,1
34,31.19765030137472,5,1,2,0
29,80.29527720766892,1,0,3,1
7,42.617061937834464,7,1,2,0
21,63.872015942686346,0,1,0,0
43,22.350541986739106,8,1,2,0
57,72.04288289339857,7,2,0,0
35,91.48399975030736,0,2,0,0
68,100.54573706752129,9,1,0,0
30,106.2537448667323,8,0,2,1
46,128.7178707033198,1,1,2,0
54,48.0101779458449,2,0,0,0
61,35.66263691700083,1,2,0,0
29,130.69983234673032,7,1,1,0
54,40.359665936044486,1,1,0,0
15,146.71881057370538,9,0,4,1
11,129.52996982182282,1,0,1,1
16,85.1139587656479,0,1,1,0
15,147.58478523986327,6,1,1,1
11,32.658974784040545,1,0,4,1
7,59.398548952763214,9,2,1,0
2,102.96917395527949,4,0,1,1
15,65.50089290151324,4,1,2,0
29,140.68843175750294,2,2,5,1
22,28.531391463116286,2,2,2,0
4,91.42353816792539,2,2,0,0
64,96.81261476136488,5,2,0,0
29,104.85465609103913,3,1,3,0
20,53.23660903313588,2,2,5,0
69,67.39363557758239,1,0,4,0
21,129.6784688564471,2,0,2,1
71,45.342559966120774,3,0,0,0
31,127.49282013253706,5,1,4,1
32,93.14520497735651,3,2,1,0
15,119.08437645523068,7,0,4,1
37,112.7689576142513,2,0,2,1
13,46.97649440003427,2,0,5,1
35,93.94565573640347,2,2,3,0
22,132.80400986466202,7,0,2,1
65,76.17511078425082,3,2,5,0
1,145.65680012903118,0,2,0,1
64,78.78796301322335,1,2,0,0
66,38.56213276682501,9,1,4,0
51,70.62650841009753,1,1,2,0
61,143.72131283076982,2,2,0,0
22,61.56371041418105,5,2,1,0
25,132.85276078271818,7,1,1,0
67,134.5625886186457,0,1,3,0
54,65.52424816315494,8,2,4,0
5,30.823495546582176,0,1,0,0
34,114.19252819064637,9,0,3,1
21,60.496598871818186,1,2,1,0
42,121.7800698534844,2,2,3,0
14,77.5451302738563,6,1,3,0
59,83.0846765045408,8,0,0,0
11,121.12822287730978,2,1,0,0
48,69.70723303801162,7,0,0,0
41,77.60655489197889,8,0,4,1
37,68.90476094005088,9,2,3,0
44,67.75426698604639,6,0,3,1
34,88.37305499718973,3,2,4,0
29,125.14392778514959,3,0,1,1
29,67.02988054993357,3,2,2,0
5,88.15311366990576,5,0,1,1
66,107.1945523075381,3,1,4,0
6,55.02712801947515,4,0,3,1
51,56.077964637311034,8,1,3,0
13,141.34370651304914,6,0,0,1
14,114.05949453304152,7,0,0,1
20,95.03426790903015,4,2,3,0
34,104.20360707467955,4,0,3,1
65,23.80892760344439,6,0,5,0
1,100.35338552302059,7,0,0,1
34,86.23615351914624,8,1,0,0
19,90.94745837132663,1,2,1,0
9,66.72509748800621,2,2,3,0
24,30.591606702682448,1,0,3,1
65,45.13410036956678,9,0,4,0
24,143.5968127176473,6,1,1,0
53,73.13094309522141,1,0,2,0
32,80.66881025801234,1,2,2,0
35,26.852272680947067,1,2,2,0
13,24.883609840717476,3,1,5,0
64,113.2335881160785,0,1,0,0
53,89.95230633574447,1,2,2,0
51,86.13177794811466,2,1,4,0
2,51.60618895494693,6,0,0,1
40,116.81759511188989,9,0,0,1
5,41.87075528410394,0,1,2,0
24,44.691516675932604,5,2,0,0
12,79.89258227527581,2,1,1,0
7,57.216382074552314,2,2,1,0
20,52.170187560309024,3,1,2,0
67,103.88089379193312,3,1,4,0
24,104.62632687841078,6,1,0,0
67,127.1872190739908,2,0,3,1
44,74.30211370648686,7,0,2,0
59,29.501061833399532,7,2,5,0
11,55.5766300397895,6,1,0,0
31,147.4007102155862,1,0,2,1
12,97.51361478025127,4,1,2,0
30,112.26582102413263,5,2,4,1
19,20.95651785130389,9,0,3,1
17,87.36674518372772,3,2,0,0
59,24.878725479134406,9,0,2,0
62,93.99992757188824,4,1,2,0
5,139.70021045268982,8,2,0,1
31,145.89448696505303,6,0,2,1
42,90.27184780056014,1,0,2,1
1,79.56662468278807,0,1,2,0
59,142.85222225230422,1,2,1,0
22,107.56927815957036,2,2,1,0
30,28.43690633999323,1,2,3,0
4,80.54432509677468,2,1,4,1
33,51.23185240035951,9,0,0,0
9,81.0745617883286,8,0,4,1
1,79.21052436082702,3,2,4,1
10,95.67882436591646,8,0,1,1
49,66.38016374540265,2,2,3,0
30,41.355158429270645,0,1,4,0
55,85.48352649669431,4,1,4,0
8,127.92637496494906,9,1,2,1
20,106.3215896487883,9,2,0,0
27,63.987822570278055,1,0,3,1
61,141.61799295865143,3,1,0,0
6,138.58698426239368,1,2,1,1
15,47.21529191993284,1,2,4,0
3,25.124286065647187,2,1,4,0
3,116.3701320855991,4,1,5,1
39,127.58933397538992,3,1,0,0
16,145.82239357367618,1,0,1,1
51,135.6787312314804,9,0,5,1
51,98.06951986683393,1,2,5,0
35,88.90680409760951,5,1,2,0
37,23.619336664136217,6,1,5,0
49,52.06533808982112,9,0,5,1
62,79.74991772528043,5,1,2,0
62,101.70550701086381,6,2,4,0
61,92.44273833139339,0,1,4,0
6,116.54267865861976,5,0,3,1
26,56.369701015315314,2,2,5,0
13,93.44383899482152,0,2,0,0
70,31.458491640802976,7,1,4,0
4,73.7765180658169,3,2,1,0
54,117.52090828409813,9,1,0,0
1,110.14211094577573,7,1,3,1
61,148.78355583238326,9,0,5,1
20,56.12584637840828,3,2,2,0
20,84.76460889261729,3,1,3,0
9,62.83895379061958,9,1,0,0
57,77.27840482769273,3,1,2,0
38,131.40351688302047,5,2,1,0
4,108.94717977450325,8,2,2,1
64,134.7173548751856,4,2,2,0
12,46.45644408314524,9,1,1,0
52,133.53694531938694,7,2,4,0
44,27.769095643189974,7,1,4,0
31,135.51790645682982,3,2,2,0
35,62.77959132989463,9,2,2,0
59,60.896392343828644,8,1,3,0
10,86.57151497082631,8,2,4,1
62,142.28972440402015,4,1,1,0
20,26.2115774085827,5,2,5,0
51,65.79002675919689,4,2,5,0
54,131.35435852883364,2,2,2,0
25,71.48708206661067,7,2,2,0
67,45.89039668761871,8,0,5,0
33,75.22324357308352,3,1,3,0
51,70.121825193917,8,0,3,0
51,139.00410619067145,8,2,3,0
28,119.05146884660262,6,2,0,0
37,85.66502224672082,7,1,1,0
41,148.48817367380425,2,1,0,0
20,80.48607906587003,4,1,2,0
41,27.57091800663578,2,1,3,0
12,54.095661835948036,6,2,3,0
63,76.68916242851064,5,1,5,0
16,40.397341138995614,2,0,5,1
8,143.1834664221256,8,1,3,1
40,119.6903567163105,0,1,4,0
0,54.87733605561044,9,0,5,1
1,96.80458935732906,2,0,1,1
59,113.78839042424437,9,0,0,0
47,142.36626075788374,6,0,1,1
28,134.61259539280337,2,1,5,1
9,86.97498939796778,2,0,3,1
57,120.70484057309228,1,2,2,0
59,93.07881799758604,8,1,4,0
20,91.85150570592022,3,2,5,1
27,34.91645458396495,9,1,1,0
33,36.39789554209977,5,1,2,0
7,88.83936995291947,1,2,5,1
58,54.95200084727086,8,0,3,0
71,22.734797319860924,6,0,3,0
48,113.9690965070276,9,2,3,0
16,24.223257569721444,4,0,3,1
59,97.38598934352709,6,1,5,0
44,90.09519323655087,3,1,4,0
68,145.94590977511456,9,1,4,0
31,82.94770811519342,6,0,1,1
43,28.26818672911366,1,0,5,1
64,91.71943581484001,6,2,3,0
7,129.3425021800932,3,1,4,1
71,149.5904069565872,3,2,5,0
42,75.94461257957943,0,0,2,1
0,61.638836524576526,2,2,4,1
50,137.86492860375986,4,0,4,1
23,44.86147677989578,4,1,1,0
23,100.00575895428047,1,1,4,1
16,72.74287514352321,3,0,2,1
4,25.340707444222186,0,0,3,1
19,65.14750165974071,8,0,0,1
20,54.4797079253477,0,1,1,0
57,109.19185001265329,5,0,2,1
30,143.34276469994936,6,1,1,0
10,54.84613435922291,2,2,5,1
51,125.49057208971863,0,1,3,0
14,27.196776201993238,6,2,4,0
6,89.95573130517572,2,1,5,1
27,29.171508282286297,9,1,4,0
50,141.42428884698313,5,0,2,1
57,119.62566647246072,5,1,3,0
4,105.533488456597,3,0,0,1
4,127.10652961120635,5,0,0,1
7,104.1775734241212,9,0,4,1
63,145.96277163265785,3,1,5,0
9,112.8145332224203,7,0,3,1
37,140.20561924569208,8,2,3,0
7,87.22714596138294,1,2,2,0
24,35.21837368764214,6,1,5,0
65,88.66310378499223,8,0,0,0
49,36.49346764820213,8,2,2,0
66,97.02415229293265,4,1,1,0
48,82.72409786859617,0,1,3,0
35,100.93480171826162,5,1,0,0
67,21.306107537128106,7,1,2,0
40,45.32926391519733,0,1,4,0
61,83.87295614857702,1,0,1,0
9,143.56546300658755,0,0,2,1
20,69.86917524617058,4,0,4,1
35,75.16836338697252,1,0,0,0
11,112.91049157086088,9,1,0,0
1,98.49305844719534,9,1,1,0
12,58.86039951278332,3,2,4,0
52,73.4061314237656,0,2,3,0
31,48.30097385144022,6,0,0,0
15,145.58278968692713,7,1,5,1
31,36.98246960245677,4,2,3,0
31,68.33878199363453,1,2,3,0
10,23.359066388601455,7,2,2,0
9,48.83133395136103,0,2,2,0
14,121.46124798942014,6,0,0,1
16,46.15278019755433,0,1,3,0
39,30.408242328765528,5,0,2,0
17,81.67891337978803,5,2,4,1
54,21.296000515487403,4,2,4,0
24,31.019600075423313,1,1,4,0
58,124.99136304318677,1,1,4,0
21,120.29153483174883,8,0,3,1
29,138.96804665263647,4,1,4,1
43,131.08700666839744,4,0,3,1
31,108.81282322117636,6,0,0,1
50,26.803271449086168,5,2,0,0
45,121.77032033826548,1,0,4,1
20,129.91640540927284,0,2,4,1
31,123.88067895035408,4,0,4,1
38,86.1022745900434,3,0,0,0
11,50.27723902443262,2,1,2,0
46,129.89289683953447,1,1,0,0
17,114.531165266218,9,2,4,1
20,147.4989526705507,1,1,2,1
12,40.24003770827128,3,0,2,1
20,49.33639579676716,1,2,1,0
7,47.53375948459535,3,2,3,0
45,123.03016979077377,2,2,4,0
6,44.29794853851536,8,0,3,1
22,28.665777877029793,6,1,1,0
21,149.81290485613172,2,2,3,1
21,23.22623748786939,7,0,4,1
28,128.58172782065253,8,1,1,0
12,67.49768940158486,6,1,3,0
1,129.41000976851598,5,2,0,1
28,92.10066385744885,3,0,2,1
51,137.21205983322682,4,1,1,0
26,140.40508823390147,7,0,0,1
49,21.18276356650088,2,1,4,0
22,29.803582879062475,1,2,2,0
43,52.54663484421121,2,2,1,0
21,107.01100412725522,6,1,2,0
42,135.47538554649577,7,0,5,1
36,79.79245366821516,0,1,5,0
60,98.90650511565451,6,0,1,0
55,44.504980863422944,8,1,1,0
2,124.6456884046191,2,2,3,1
62,145.75265447595106,2,0,2,1
18,54.91786127889767,7,2,5,0
22,84.32737370807102,3,0,5,1
28,31.195094365828595,7,1,2,0
29,92.68776534018589,4,2,5,1
38,85.36184744006847,2,2,0,0
24,38.77674294016009,3,0,5,1
7,77.46860770534975,3,0,5,1
57,63.43360477125322,7,0,4,0
15,87.83801378967462,5,2,0,0
71,96.1350636057439,6,1,3,0
0,21.104425218937237,8,0,1,1
4,118.9307777834422,5,1,5,1
2,112.6918579420263,2,0,3,1
64,67.61723020684789,2,1,3,0
3,26.881671623946374,2,0,0,0
63,118.14123017205655,9,1,1,0
9,144.17277086215722,1,2,4,1
20,51.21970748286185,0,0,3,1
45,62.05819978581493,9,0,4,1
26,43.89567563263594,0,2,1,0
65,95.00169603482915,3,0,1,0
40,40.129381304169144,2,0,0,0
12,66.30521264997932,4,2,2,0
8,110.61169181145418,8,2,5,1
35,92.81507779121529,7,1,0,0
57,70.24013336263158,8,2,4,0
53,74.63244823498044,4,2,0,0
11,93.07441474101984,7,0,1,1
13,20.76241462533097,3,2,3,0
33,30.20628289896928,4,0,5,1
52,134.5635488091915,2,2,5,1
19,30.1242685818678,4,2,2,0
15,111.88446750736567,2,1,1,0
69,139.60496133417683,4,2,5,0
55,55.18886855922504,4,2,5,0
57,68.16388681773685,5,0,3,0
3,93.95978275981312,8,0,4,1
3,134.62216605301603,0,1,4,1
19,142.44772634385464,9,2,4,1
9,116.14322225446485,5,0,0,1
23,31.260568911110223,0,2,4,0
25,106.9900402195306,5,1,4,1
36,73.33948384344606,1,0,0,0
53,81.191129933838,7,0,3,1
20,26.389290744873016,2,1,1,0
37,44.83807811502656,9,2,5,0
45,122.7667689793742,5,0,2,1
3,79.01464829622176,5,0,5,1
59,59.21609141204935,3,1,4,0
56,69.92247961544456,4,1,4,0
44,131.07193673233843,1,1,5,1
19,117.36987226264439,9,2,5,1
16,55.40100163354076,9,2,4,0
70,35.27523922760853,7,2,0,0
3,52.75976881372932,9,1,0,0
13,139.6983386371154,6,0,0,1
2,95.6065489204682,9,2,2,1
57,89.35242713682177,5,1,1,0
54,97.53116796002,6,2,4,0
3,67.58367454704698,0,0,3,1
23,124.92391264153666,4,0,5,1
33,88.02721240903247,6,1,5,0
29,35.17722735994342,0,0,4,1
18,36.77846622777818,1,1,4,0
30,89.79168904534039,8,1,4,0
59,141.7541283492091,2,1,5,0
59,60.085775817905834,5,1,4,0
18,133.04035195169837,6,0,5,1
48,119.33242625525432,8,0,1,1
62,52.21561757789789,4,0,3,0
21,24.724297281111518,3,0,0,0
23,33.240144468509754,1,1,3,0
29,114.70421140016722,2,1,4,1
57,45.95706594528407,4,0,3,0
30,68.2652196657012,1,2,4,0
63,85.22089158083523,3,2,3,0
18,114.31086189852117,0,2,2,0
47,34.720059023686304,3,0,3,0
44,72.82763268606999,6,1,0,0
54,83.0594781885504,2,1,0,0
54,90.30751831630016,9,2,3,0
17,126.38688338137817,7,2,5,1
62,42.3181653556182,5,1,5,0
46,125.0180887374609,5,2,5,1
56,110.07419560056479,0,2,3,0
44,92.26320584586472,4,1,5,0
32,110.93862315233434,2,2,1,0
16,73.56230606371534,9,2,3,0
69,37.991686175856195,0,0,0,0
3,106.54948123449775,7,2,5,1
19,88.2073998691309,6,0,2,1
46,103.11872407056082,6,1,5,0
14,63.9398415337037,9,0,0,1
69,137.89265505417865,9,1,1,0
46,96.358082914825,9,0,3,1
8,31.1023229578136,3,0,5,1
15,78.47451879157572,5,0,2,1
68,118.32628711667246,8,2,0,0
60,123.2374930251954,2,2,2,0
9,84.29761685928864,8,2,4,1
49,136.31718420806914,3,2,0,0
2,54.796896835258686,4,2,4,1
69,73.37783064097465,6,0,2,0
50,136.81759837396612,5,2,3,0
18,136.51337314130524,9,1,3,1
41,109.14265994720851,7,0,3,1
34,131.66747112588862,7,0,4,1
45,31.540524704310247,7,1,3,0
25,132.44934690701092,2,2,1,0
68,61.68058785152948,9,1,0,0
63,43.18309661566812,5,0,0,0
36,51.118078724466024,6,0,2,0
48,74.33590604180532,8,0,5,1
20,52.654960598580736,9,1,4,0
63,61.67378618214487,9,2,0,0
4,37.54720318931347,3,0,4,1
69,58.50297952266981,4,2,2,0
3,94.39689589046016,7,0,3,1
38,77.44098205183832,0,2,5,0
34,65.07343896066845,5,1,2,0
0,117.03877675142482,3,0,1,1
23,136.15629628113135,4,0,3,1
56,118.38259897731162,4,0,3,1
69,63.16009127529829,1,1,3,0
40,116.77748181888198,7,1,2,0
53,39.75742372162666,1,2,1,0
45,36.94133845186782,3,1,5,0
59,64.93151481470066,4,0,4,0
59,125.00130797572741,0,2,2,0
56,52.025272141499244,5,1,0,0
30,28.222943156828347,1,2,0,0
23,37.12223957682616,4,2,2,0
35,131.63684590884543,5,2,4,1
29,102.39182701714739,7,0,0,1
23,52.916151238096965,8,0,4,1
29,92.18845729266357,5,1,3,0
6,88.58535091529555,4,0,2,1
34,105.20667719728597,3,2,3,0
54,50.314382074810126,1,2,0,0
13,132.3723883352717,1,0,4,1
9,60.21791307040167,6,2,3,0
15,110.23711501691079,4,0,0,1
53,22.096204028387938,6,2,1,0
69,68.44542688623915,0,1,3,0
43,65.72227633464507,0,1,1,0
44,90.65297571579188,4,0,1,0
55,29.455714031035544,1,0,5,0
56,122.71707858439407,7,0,0,0
20,48.31150422978391,2,0,2,1
67,108.01491593466133,0,0,4,1
49,124.41757602173212,1,2,0,0
32,93.0440043113967,9,1,5,1
6,116.31481687385812,9,2,5,1
69,106.04184058795072,6,1,3,0
14,66.21887362976099,5,2,4,0
31,125.15161007436349,7,2,5,1
19,58.311178085118634,6,2,2,0
14,94.25767930769723,9,0,0,1
47,116.90170608840013,7,1,2,0
70,69.264268275626,2,0,3,0
20,59.35978899026526,5,0,0,0
41,79.71498132246695,6,2,3,0
25,126.33525426538996,9,1,4,1
13,140.88982920893642,0,1,4,1
56,90.86084367178572,0,1,2,0
36,105.99060669207473,6,1,2,0
57,137.42557089105884,2,0,4,1
20,32.81109068368251,2,0,1,0
68,50.170215122601455,4,1,4,0
2,112.15700081270572,5,0,0,1
36,127.08678004859895,1,1,3,0
48,131.41377368297515,2,0,4,1
18,73.96393299114123,5,2,4,0
11,31.61418729794269,2,2,5,0
60,76.91159204895058,4,1,3,0
40,49.99549672691699,8,1,5,0
32,57.85553914956114,2,0,3,1
49,120.39478238887575,5,1,0,0
67,29.81852118336529,4,1,3,0
70,127.58555827249127,4,0,2,0
32,75.59698115714198,5,1,4,0
23,97.48831104307736,5,1,3,0
60,31.65479006063827,0,2,0,0
60,63.856680186446354,8,2,3,0
27,31.66111947192995,4,2,4,0
57,145.00068397454424,0,1,1,0
42,124.94401441241256,7,0,3,1
